market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-20,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-21,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-22,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-23,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-24,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-25,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-26,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-27,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-02-28,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-01,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-02,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-03,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-04,0.0,0.0,0.0,63.0,10,0,60.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-05,65.0,65.0,65.0,63.0,15,5,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-06,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-07,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-08,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-09,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-10,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-11,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-12,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-13,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-14,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-15,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-16,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-17,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-18,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-19,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-20,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-21,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-22,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-23,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-24,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-25,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-26,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-27,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-28,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-29,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-30,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-03-31,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-01,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-02,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-03,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-04,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-05,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-06,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-07,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-08,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-09,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-10,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-11,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-12,0.0,0.0,0.0,63.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-13,0.0,0.0,0.0,0.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-14,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-15,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-16,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-17,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-18,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-19,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-20,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-21,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-22,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-23,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-24,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-25,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-26,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-27,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-28,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-29,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-04-30,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-01,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-02,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-03,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-04,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-05,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-06,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-07,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-08,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-09,0.0,0.0,0.0,64.0,15,0,65.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-10,68.0,68.0,68.0,64.0,25,10,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-11,0.0,0.0,0.0,64.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-12,0.0,0.0,0.0,64.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-13,0.0,0.0,0.0,64.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-14,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-15,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-16,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-17,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-18,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-19,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-20,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-21,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-22,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-23,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-24,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-25,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-26,0.0,0.0,0.0,66.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-27,65.0,65.0,65.0,65.0,25,2,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-28,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-29,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-30,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-05-31,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-01,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-02,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-03,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-04,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-05,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-06,0.0,0.0,0.0,65.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-07,65.0,65.0,65.0,65.0,35,10,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-08,0.0,0.0,0.0,65.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-09,60.0,60.0,60.0,60.0,35,1,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-10,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-11,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-12,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-13,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-14,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-15,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-16,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-17,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-18,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-19,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-20,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-21,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-22,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-23,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-24,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-25,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-26,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-27,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-28,0.0,0.0,0.0,60.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-29,0.0,0.0,0.0,70.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-06-30,0.0,0.0,0.0,70.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-01,0.0,0.0,0.0,70.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-02,0.0,0.0,0.0,70.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-03,0.0,0.0,0.0,70.0,35,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-04,65.0,65.0,65.0,70.0,25,10,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-05,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-06,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-07,0.0,0.0,0.0,0.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-08,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-09,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-10,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-11,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-12,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-13,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-14,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-15,0.0,0.0,0.0,70.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-16,60.0,60.0,60.0,60.0,25,10,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-17,0.0,0.0,0.0,60.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-18,0.0,0.0,0.0,60.0,25,0,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-19,60.0,60.0,60.0,60.0,45,20,68.0,60.0
325493,OR.GOVERN06.DEM,Democratic Party Candidate to win the 2006 Oregon Governor race,2006-07-20,60.0,60.0,60.0,60.0,50,5,68.0,60.0
