market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-20,0.0,0.0,0.0,24.5,10,0,20.0,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-21,0.0,0.0,0.0,24.5,10,0,20.0,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-22,0.0,0.0,0.0,35.0,10,0,20.0,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-23,0.0,0.0,0.0,35.0,10,0,20.0,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-24,29.9,29.9,29.9,29.9,10,10,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-25,0.0,0.0,0.0,29.9,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-26,0.0,0.0,0.0,29.9,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-27,0.0,0.0,0.0,29.9,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-28,0.0,0.0,0.0,29.9,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-29,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-04-30,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-01,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-02,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-03,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-04,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-05,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-06,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-07,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-08,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-09,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-10,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-11,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-12,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-13,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-14,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-15,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-16,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-17,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-18,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-19,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-20,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-21,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-22,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-23,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-24,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-25,0.0,0.0,0.0,19.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-26,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-27,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-28,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-29,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-30,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-05-31,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-01,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-02,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-03,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-04,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-05,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-06,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-07,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-08,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-09,0.0,0.0,0.0,16.0,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-10,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-11,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-12,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-13,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-14,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-15,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-16,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-17,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-18,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-19,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-20,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-21,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-22,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-23,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-24,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-25,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-26,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-27,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-28,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-29,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-06-30,0.0,0.0,0.0,15.7,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-01,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-02,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-03,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-04,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-05,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-06,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-07,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-08,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-09,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-10,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-11,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-12,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-13,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-14,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-15,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-16,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-17,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-18,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-19,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-20,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-21,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-22,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-23,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-24,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-25,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-26,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-27,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-28,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-29,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-30,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-07-31,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-01,0.0,0.0,0.0,15.3,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-02,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-03,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-04,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-05,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-06,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-07,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-08,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-09,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-10,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-11,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-12,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-13,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-14,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-15,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-16,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-17,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-18,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-19,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-20,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-21,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-22,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-23,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-24,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-25,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-26,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-27,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-28,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-29,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-30,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-08-31,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-01,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-02,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-03,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-04,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-05,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-06,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-07,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-08,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-09,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-10,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-11,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-12,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-13,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-14,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-15,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-16,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-17,0.0,0.0,0.0,15.2,10,0,29.9,20.0
469943,2008.REP.VP.THOMPSON(F),Fred Thompson to be the Republican VP Nominee in 2008,2007-09-18,0.0,0.0,0.0,15.2,10,0,29.9,20.0
