market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-01,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-02,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-03,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-04,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-05,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-06,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-07,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-08,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-09,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-10,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-11,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-12,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-13,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-14,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-15,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-16,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-17,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-18,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-19,0.0,0.0,0.0,1.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-20,0.0,0.0,0.0,0.7,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-21,0.0,0.0,0.0,0.7,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-22,0.0,0.0,0.0,0.5,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-23,0.0,0.0,0.0,0.5,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-24,0.0,0.0,0.0,0.0,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-25,0.0,0.0,0.0,0.5,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-26,0.0,0.0,0.0,0.5,20,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-27,1.0,1.0,1.0,0.5,100,80,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-28,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-29,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-04-30,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-01,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-02,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-03,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-04,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-05,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-06,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-07,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-08,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-09,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-10,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-11,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-12,0.0,0.0,0.0,0.5,0,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-12,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-15,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-16,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-17,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-18,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-19,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-20,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-21,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-22,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-23,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-24,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-25,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-26,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-27,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-28,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-29,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-30,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-05-31,0.0,0.0,0.0,0.5,100,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-01,1.0,1.0,1.0,0.5,110,10,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-02,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-03,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-04,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-05,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-06,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-07,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-08,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-09,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-10,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-11,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-12,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-13,0.0,0.0,0.0,0.5,110,0,1.0,0.5
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-14,0.2,0.9,0.2,0.5,120,590,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-15,0.2,0.9,0.2,0.9,125,755,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-16,0.2,0.9,0.2,1.0,130,385,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-17,0.0,0.0,0.0,0.5,130,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-18,0.0,0.0,0.0,0.5,130,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-19,0.0,0.0,0.0,0.5,130,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-20,1.0,1.0,1.0,0.5,140,10,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-21,0.2,1.0,0.2,1.0,131,281,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-22,0.0,0.0,0.0,0.5,131,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-23,0.9,1.0,0.8,0.9,133,3,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-24,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-25,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-26,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-27,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-28,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-29,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-06-30,0.0,0.0,0.0,0.9,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-01,0.0,0.0,0.0,0.5,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-02,0.0,0.0,0.0,0.5,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-03,0.0,0.0,0.0,0.5,133,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-04,1.0,1.0,1.0,0.5,233,100,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-05,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-06,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-07,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-08,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-09,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-10,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-11,0.0,0.0,0.0,0.5,233,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-12,0.2,0.9,0.2,0.9,223,130,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-13,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-14,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-15,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-16,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-17,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-18,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-19,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-20,0.0,0.0,0.0,0.9,223,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-21,1.0,1.0,1.0,0.9,322,99,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-22,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-23,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-24,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-25,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-26,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-27,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-28,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-29,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-30,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-07-31,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-01,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-02,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-03,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-04,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-05,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-06,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-07,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-08,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-09,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-10,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-11,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-12,0.0,0.0,0.0,0.9,322,0,1.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-13,2.0,2.0,2.0,0.9,327,5,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-14,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-15,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-16,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-17,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-18,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-19,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-20,0.0,0.0,0.0,0.9,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-21,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-22,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-23,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-24,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-25,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-26,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-27,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-28,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-29,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-30,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-08-31,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-01,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-02,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-03,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-04,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-05,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-06,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-07,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-08,0.0,0.0,0.0,1.0,327,0,2.0,0.2
95882,BUSH.DC,G W Bush to win the electoral votes of the District of Columbia,2004-09-09,0.0,0.0,0.0,1.0,327,0,2.0,0.2
